,pid,name,sid,sentence,score,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,,,,,,,,,,,,,,,,
73,0,alabama,73,"On January 30, 1846, the Alabama legislature announced it had voted to move the capital city from Tuscaloosa to Montgomery.",0.14,0.0916343877092,0.080111764883623,0.025726810644847,0.059949727542698,0.06245744661428,0.109524069027975,0.05910175407771,0.10518182720989,0.088204384339042,0.318107831478119,,,,,,,,,,,,,,,,
74,0,alabama,74,The first legislative session in the new capital met in December 1847.,0.13,0.089791868813336,0.1062253406737,0.043255672226951,0.035596248321235,0.042533527105115,0.253681179136038,0.07607738422812,0.041578251076862,0.056741240248084,0.254519286379218,,,,,,,,,,,,,,,,
75,0,alabama,75,A new capitol building was erected under the direction of Stephen Decatur Button of Philadelphia.,0.13,0.048319847660605,0.309373052231967,0.064990734343883,0.119414992816746,0.05086214527837,0.086621504509822,0.106654011760838,0.055428564478643,0.071855171979405,0.086479976959527,,,,,,,,,,,,,,,,
76,0,alabama,76,"The first structure burned down in 1849, but was rebuilt on the same site in 1851.",0.13,0.043976313207531,0.568928661942482,0.055070721858647,0.048075526673347,0.034780208970187,0.060039061866701,0.061219100828748,0.054589977656724,0.03811742097023,0.035202989727259,,,,,,,,,,,,,,,,
77,0,alabama,77,This second capitol building in Montgomery remains to the present day.,0.13,0.137441045581363,0.260995531547815,0.050302122498397,0.087783962395042,0.065063218399882,0.116011029481888,0.063342847814784,0.083942623715848,0.083748583146371,0.051369028561749,,,,,,,,,,,,,,,,
78,0,alabama,78,"It was designed by Barachias Holt of Exeter, Maine.",0.13,0.127220972301438,0.153861982375383,0.072080683056265,0.088119708327577,0.082428846100811,0.123088511056267,0.113817231345456,0.046454704296775,0.073492177971639,0.119435186730698,,,,,,,,,,,,,,,,
79,0,alabama,79,"By 1860, the population had increased to 964,201 people, of which nearly half, 435,080, were enslaved African Americans, and 2,690 were free people of color.",0.14,0.03782033722382,0.035321397869848,0.659376868605614,0.032360521494411,0.039853616053006,0.031183883635094,0.03603917916771,0.020707457623212,0.048840047625708,0.058496680785902,,,,,,,,,,,,,,,,
80,0,alabama,80,"On January 11, 1861, Alabama declared its secession from the Union.",0.14,0.056336012575775,0.048619335028343,0.035095733520575,0.041844613128342,0.042329435329884,0.103858303651214,0.06354449588107,0.053634526859969,0.041951169952517,0.512786367535591,,,,,,,,,,,,,,,,
81,0,alabama,81,"After remaining an independent republic for a few days, it joined the Confederate States of America.",0.13,0.034759607695742,0.023782656621188,0.036098357586889,0.037733901129104,0.027330605138559,0.046104257600382,0.029394674347714,0.040925322257681,0.046928073861636,0.676942539215088,,,,,,,,,,,,,,,,
82,0,alabama,82,The Confederacy's capital was initially at Montgomery.,0.16,0.076063976506703,0.319294339232147,0.058729836950079,0.08732470870018,0.036501268914435,0.057889664568938,0.079218768834835,0.033799350517802,0.109671960677952,0.141506128944457,,,,,,,,,,,,,,,,
83,0,alabama,83,Alabama was heavily involved in the American Civil War.,0.13,0.039856530120596,0.047496156464331,0.043934805272147,0.071108285384253,0.030174305220135,0.054379779356532,0.059547386318445,0.046646268118639,0.081430536787957,0.525425973534584,,,,,,,,,,,,,,,,
84,0,alabama,84,"Although comparatively few battles were fought in the state, Alabama contributed about 120,000 soldiers to the war effort.",0.14,0.060903500881977,0.038471319829114,0.050856075878255,0.03527691634954,0.069084529217798,0.050141937145963,0.056262949970551,0.07439588541165,0.033582424849738,0.531024461239576,,,,,,,,,,,,,,,,
85,0,alabama,85,"A company of cavalry soldiers from Huntsville, Alabama, joined Nathan Bedford Forrest's battalion in Hopkinsville, Kentucky.",0.16,0.067593654978555,0.075870091561228,0.03533545145765,0.055272624583449,0.060187352960929,0.049669993342832,0.054474620660767,0.086914171418175,0.12328226827085,0.391399765759706,,,,,,,,,,,,,,,,
86,0,alabama,86,"The company wore new uniforms with yellow trim on the sleeves, collar and coat tails.",0.13,0.078948007989675,0.600396321713924,0.032100957806688,0.047333240718581,0.043049335293472,0.039059131051181,0.054841288609896,0.039794875006192,0.034720076201484,0.029756763827754,,,,,,,,,,,,,,,,
87,0,alabama,87,"This led to them being greeted with ""Yellowhammer"", and the name later was applied to all Alabama troops in the Confederate Army.",0.16,0.089194413973019,0.24097214974463,0.056600777071435,0.052689355774783,0.058786740631331,0.088787412270904,0.047924089827575,0.046387884335127,0.068276263261214,0.250380898267031,,,,,,,,,,,,,,,,
88,0,alabama,88,Alabama's slaves were freed by the 13th Amendment in 1865.,0.16,0.034942198044155,0.063151272805408,0.132892677560449,0.030049326678272,0.046920875227079,0.12818095269613,0.067946872022003,0.060406562511344,0.038067960366607,0.397441305592656,,,,,,,,,,,,,,,,
